168	surname-38907  	firstname-98133	Lower Hutt     	2
169	surname-80804  	firstname-87667	Wellington     	2
170	surname-47793  	firstname-42276	Upper Hutt     	4
171	surname-46249  	firstname-53075	Lower Hutt     	1
172	surname-70279  	firstname-99642	Upper Hutt     	3
173	surname-92815  	firstname-80761	Wellington     	3
174	surname-57360  	firstname-38862	Upper Hutt     	0
175	surname-20810  	firstname-32018	Upper Hutt     	1
176	surname-60074  	firstname-70402	Wellington     	1
177	surname-49703  	firstname-25411	Lower Hutt     	3
178	surname-31202  	firstname-84807	Wellington     	0
179	surname-58583  	firstname-72086	Wellington     	2
180	surname-52939  	firstname-88423	Upper Hutt     	2
181	surname-94747  	firstname-84008	Wellington     	2
182	surname-94964  	firstname-29448	Wellington     	0
183	surname-62787  	firstname-45418	Wellington     	3
184	surname-51739  	firstname-40375	Upper Hutt     	1
185	surname-28542  	firstname-24971	Lower Hutt     	3
186	surname-97550  	firstname-17191	Lower Hutt     	6
187	surname-17480  	firstname-24947	Lower Hutt     	4
188	surname-58540  	firstname-47933	Upper Hutt     	2
189	surname-54449  	firstname-42109	Lower Hutt     	2
190	surname-27567  	firstname-14055	Wellington     	4
191	surname-46183  	firstname-13043	Wellington     	3
192	surname-35659  	firstname-14929	Wellington     	0
193	surname-96588  	firstname-35452	Lower Hutt     	3
194	surname-40507  	firstname-39297	Upper Hutt     	4
195	surname-85302  	firstname-42018	Lower Hutt     	2
196	surname-94143  	firstname-73377	Upper Hutt     	1
197	surname-88333  	firstname-15538	Upper Hutt     	2
198	surname-36979  	firstname-33508	Lower Hutt     	2
199	surname-85295  	firstname-48364	Wellington     	2
200	surname-10514  	firstname-36191	Lower Hutt     	1
201	surname-28391  	firstname-64830	Wellington     	1
202	surname-51753  	firstname-10783	Lower Hutt     	1
203	surname-14380  	firstname-86915	Lower Hutt     	1
204	surname-11621  	firstname-81890	Lower Hutt     	1
205	surname-85419  	firstname-45757	Upper Hutt     	2
206	surname-18968  	firstname-36145	Upper Hutt     	2
207	surname-66954  	firstname-42331	Upper Hutt     	1
208	surname-89293  	firstname-55596	Upper Hutt     	1
209	surname-12491  	firstname-91574	Wellington     	5
210	surname-90299  	firstname-63472	Upper Hutt     	2
211	surname-10776  	firstname-52807	Lower Hutt     	2
212	surname-17525  	firstname-90995	Wellington     	2
213	surname-31041  	firstname-61003	Lower Hutt     	3
214	surname-44408  	firstname-50354	Wellington     	1
215	surname-53930  	firstname-85512	Wellington     	4
216	surname-84842  	firstname-78726	Wellington     	1
217	surname-24410  	firstname-27349	Upper Hutt     	2
218	surname-31848  	firstname-13960	Wellington     	2
219	surname-91621  	firstname-40002	Lower Hutt     	1
220	surname-81543  	firstname-77212	Lower Hutt     	1
221	surname-71083  	firstname-90540	Wellington     	0
222	surname-87497  	firstname-11326	Upper Hutt     	3
223	surname-62256  	firstname-30691	Upper Hutt     	0
224	surname-15621  	firstname-21545	Wellington     	5
225	surname-34709  	firstname-77223	Wellington     	2
226	surname-32735  	firstname-29789	Lower Hutt     	4
227	surname-36252  	firstname-51386	Upper Hutt     	3
228	surname-62367  	firstname-61379	Wellington     	4
229	surname-34995  	firstname-28378	Lower Hutt     	2
230	surname-45554  	firstname-77847	Lower Hutt     	1
231	surname-94689  	firstname-67458	Lower Hutt     	1
232	surname-31371  	firstname-95129	Wellington     	0
233	surname-16028  	firstname-13982	Lower Hutt     	3
234	surname-14326  	firstname-76142	Lower Hutt     	7
235	surname-67775  	firstname-41236	Lower Hutt     	3
236	surname-32142  	firstname-30877	Upper Hutt     	2
237	surname-28030  	firstname-35852	Lower Hutt     	3
238	surname-12778  	firstname-68401	Upper Hutt     	0
239	surname-87263  	firstname-47780	Lower Hutt     	3
240	surname-42087  	firstname-72108	Lower Hutt     	3
241	surname-80594  	firstname-26155	Lower Hutt     	2
242	surname-72650  	firstname-10274	Wellington     	2
243	surname-13654  	firstname-40721	Upper Hutt     	2
244	surname-76669  	firstname-74642	Lower Hutt     	2
245	surname-62486  	firstname-84373	Lower Hutt     	2
246	surname-34543  	firstname-73759	Lower Hutt     	1
247	surname-87336  	firstname-84281	Upper Hutt     	2
248	surname-88853  	firstname-59961	Wellington     	0
249	surname-95899  	firstname-99862	Lower Hutt     	2
250	surname-45095  	firstname-75287	Wellington     	1
251	surname-57839  	firstname-75049	Wellington     	4
252	surname-33882  	firstname-38560	Lower Hutt     	3
253	surname-50964  	firstname-50171	Wellington     	2
254	surname-66395  	firstname-43567	Lower Hutt     	3
255	surname-91466  	firstname-97540	Wellington     	2
256	surname-69201  	firstname-52450	Wellington     	3
257	surname-26369  	firstname-99252	Upper Hutt     	3
258	surname-57246  	firstname-71988	Lower Hutt     	2
259	surname-30303  	firstname-60734	Upper Hutt     	0
260	surname-95743  	firstname-78329	Wellington     	4
261	surname-31024  	firstname-26475	Upper Hutt     	1
262	surname-42273  	firstname-72467	Wellington     	3
263	surname-80867  	firstname-75955	Wellington     	3
264	surname-12324  	firstname-42818	Upper Hutt     	2
265	surname-14676  	firstname-59599	Lower Hutt     	1
266	surname-32689  	firstname-30563	Wellington     	2
267	surname-71789  	firstname-58476	Lower Hutt     	2
268	surname-29571  	firstname-29172	Wellington     	1
269	surname-62494  	firstname-41904	Lower Hutt     	2
270	surname-23298  	firstname-10097	Upper Hutt     	1
271	surname-43211  	firstname-55153	Lower Hutt     	5
272	surname-71164  	firstname-10068	Upper Hutt     	4
273	surname-99177  	firstname-75917	Upper Hutt     	1
274	surname-96330  	firstname-79831	Lower Hutt     	3
275	surname-34869  	firstname-50511	Lower Hutt     	3
276	surname-79697  	firstname-72283	Wellington     	3
277	surname-22200  	firstname-19385	Lower Hutt     	1
278	surname-28978  	firstname-75694	Wellington     	0
279	surname-67204  	firstname-31597	Wellington     	2
280	surname-17861  	firstname-30148	Lower Hutt     	5
281	surname-19815  	firstname-72984	Lower Hutt     	3
282	surname-76234  	firstname-63217	Lower Hutt     	2
283	surname-93886  	firstname-18742	Lower Hutt     	2
284	surname-76866  	firstname-20763	Upper Hutt     	4
285	surname-48852  	firstname-14679	Upper Hutt     	3
286	surname-91617  	firstname-28222	Lower Hutt     	1
287	surname-35453  	firstname-61618	Upper Hutt     	2
288	surname-57799  	firstname-83363	Wellington     	0
289	surname-31447  	firstname-32706	Lower Hutt     	0
290	surname-98272  	firstname-61104	Wellington     	0
291	surname-21879  	firstname-87732	Upper Hutt     	2
292	surname-83965  	firstname-46046	Lower Hutt     	3
293	surname-33868  	firstname-67011	Lower Hutt     	3
294	surname-95746  	firstname-46905	Wellington     	1
295	surname-30977  	firstname-41678	Lower Hutt     	3
296	surname-50975  	firstname-41115	Upper Hutt     	2
297	surname-29511  	firstname-93649	Wellington     	5
298	surname-55753  	firstname-94482	Upper Hutt     	2
299	surname-97000  	firstname-55701	Upper Hutt     	1
300	surname-49860  	firstname-55358	Upper Hutt     	3
301	surname-59271  	firstname-36446	Wellington     	3
302	surname-19006  	firstname-33575	Upper Hutt     	5
303	surname-38695  	firstname-40149	Lower Hutt     	1
304	surname-57850  	firstname-60320	Lower Hutt     	2
305	surname-85277  	firstname-22619	Lower Hutt     	2
306	surname-40178  	firstname-64919	Upper Hutt     	2
307	surname-63963  	firstname-86753	Lower Hutt     	3
308	surname-27264  	firstname-74386	Wellington     	4
309	surname-40511  	firstname-12013	Upper Hutt     	1
310	surname-20736  	firstname-69953	Upper Hutt     	2
311	surname-90082  	firstname-31313	Wellington     	1
312	surname-32154  	firstname-89326	Wellington     	1
313	surname-21543  	firstname-85474	Upper Hutt     	2
314	surname-60379  	firstname-22874	Lower Hutt     	2
315	surname-85102  	firstname-27373	Upper Hutt     	2
316	surname-36831  	firstname-10385	Wellington     	1
317	surname-79602  	firstname-31893	Lower Hutt     	7
318	surname-94919  	firstname-16988	Lower Hutt     	2
319	surname-47115  	firstname-56065	Wellington     	1
320	surname-71195  	firstname-44610	Lower Hutt     	1
321	surname-39309  	firstname-61214	Upper Hutt     	0
322	surname-80624  	firstname-24051	Wellington     	2
323	surname-75483  	firstname-68344	Upper Hutt     	2
324	surname-12855  	firstname-22219	Upper Hutt     	1
325	surname-45756  	firstname-51734	Lower Hutt     	0
326	surname-40692  	firstname-83027	Lower Hutt     	3
327	surname-28645  	firstname-46570	Lower Hutt     	5
328	surname-34405  	firstname-87535	Lower Hutt     	3
329	surname-56992  	firstname-48380	Wellington     	1
330	surname-86169  	firstname-12690	Wellington     	2
331	surname-68817  	firstname-96001	Wellington     	1
332	surname-91536  	firstname-45099	Lower Hutt     	1
333	surname-75290  	firstname-70547	Wellington     	1
334	surname-80664  	firstname-71653	Upper Hutt     	1
335	surname-57430  	firstname-37440	Lower Hutt     	3
336	surname-90750  	firstname-35975	Upper Hutt     	3
337	surname-41002  	firstname-32680	Upper Hutt     	0
338	surname-80354  	firstname-35628	Lower Hutt     	2
339	surname-85495  	firstname-62268	Lower Hutt     	1
340	surname-33376  	firstname-33936	Lower Hutt     	3
341	surname-19768  	firstname-10845	Upper Hutt     	0
342	surname-52831  	firstname-22208	Lower Hutt     	0
343	surname-45048  	firstname-46383	Lower Hutt     	3
344	surname-57071  	firstname-13773	Upper Hutt     	4
345	surname-22676  	firstname-23979	Wellington     	1
346	surname-34407  	firstname-73578	Lower Hutt     	2
347	surname-48145  	firstname-59033	Upper Hutt     	3
348	surname-27424  	firstname-73781	Upper Hutt     	0
349	surname-43440  	firstname-51231	Upper Hutt     	3
350	surname-49736  	firstname-84049	Upper Hutt     	3
351	surname-26962  	firstname-52640	Upper Hutt     	2
352	surname-96715  	firstname-35534	Upper Hutt     	2
353	surname-86865  	firstname-19436	Upper Hutt     	4
354	surname-27626  	firstname-51840	Lower Hutt     	1
355	surname-43446  	firstname-44113	Upper Hutt     	1
356	surname-34208  	firstname-42082	Wellington     	3
357	surname-96340  	firstname-49431	Lower Hutt     	1
358	surname-35873  	firstname-51135	Wellington     	0
359	surname-62784  	firstname-69404	Lower Hutt     	1
360	surname-58862  	firstname-65398	Lower Hutt     	4
361	surname-42122  	firstname-83630	Wellington     	3
362	surname-86184  	firstname-74330	Upper Hutt     	2
363	surname-34872  	firstname-49639	Lower Hutt     	2
364	surname-46132  	firstname-37545	Lower Hutt     	1
365	surname-36686  	firstname-89562	Upper Hutt     	1
366	surname-79432  	firstname-72095	Upper Hutt     	1
367	surname-67344  	firstname-60683	Wellington     	3
368	surname-79379  	firstname-52634	Upper Hutt     	0
369	surname-93826  	firstname-68126	Lower Hutt     	3
370	surname-75786  	firstname-73411	Upper Hutt     	0
371	surname-44819  	firstname-48734	Lower Hutt     	0
372	surname-35726  	firstname-21875	Upper Hutt     	1
373	surname-54313  	firstname-40219	Upper Hutt     	2
374	surname-93462  	firstname-65732	Lower Hutt     	0
375	surname-51982  	firstname-61742	Wellington     	9
376	surname-75551  	firstname-85235	Wellington     	2
377	surname-71582  	firstname-47250	Upper Hutt     	4
378	surname-99847  	firstname-74874	Upper Hutt     	3
379	surname-24903  	firstname-56486	Lower Hutt     	2
380	surname-61735  	firstname-68744	Lower Hutt     	2
381	surname-17602  	firstname-10340	Upper Hutt     	0
382	surname-16909  	firstname-14935	Lower Hutt     	4
383	surname-33051  	firstname-97249	Wellington     	0
384	surname-51769  	firstname-42155	Upper Hutt     	4
385	surname-80272  	firstname-58138	Lower Hutt     	2
386	surname-85928  	firstname-87730	Upper Hutt     	4
387	surname-61422  	firstname-37507	Upper Hutt     	3
388	surname-65227  	firstname-30009	Upper Hutt     	0
389	surname-29286  	firstname-55491	Wellington     	2
390	surname-53033  	firstname-84266	Upper Hutt     	1
391	surname-67875  	firstname-86630	Lower Hutt     	4
392	surname-75374  	firstname-76646	Upper Hutt     	0
393	surname-28985  	firstname-71483	Wellington     	2
394	surname-97749  	firstname-69179	Lower Hutt     	2
395	surname-59218  	firstname-87323	Upper Hutt     	0
396	surname-75870  	firstname-88146	Upper Hutt     	0
397	surname-31057  	firstname-62603	Wellington     	1
398	surname-37583  	firstname-18361	Upper Hutt     	3
399	surname-84898  	firstname-12375	Wellington     	2
400	surname-19217  	firstname-17785	Upper Hutt     	2
401	surname-43964  	firstname-23447	Lower Hutt     	3
402	surname-28065  	firstname-45132	Upper Hutt     	4
403	surname-98333  	firstname-28741	Lower Hutt     	0
404	surname-73632  	firstname-12614	Upper Hutt     	1
405	surname-12951  	firstname-36392	Lower Hutt     	4
406	surname-17143  	firstname-89004	Lower Hutt     	1
407	surname-41214  	firstname-33138	Upper Hutt     	1
408	surname-71877  	firstname-40008	Lower Hutt     	2
409	surname-57676  	firstname-34700	Upper Hutt     	1
410	surname-84666  	firstname-96272	Lower Hutt     	4
411	surname-15705  	firstname-72408	Wellington     	2
412	surname-83871  	firstname-58199	Lower Hutt     	1
413	surname-63988  	firstname-28640	Upper Hutt     	4
414	surname-80918  	firstname-76253	Upper Hutt     	2
415	surname-95800  	firstname-75032	Wellington     	2
416	surname-11546  	firstname-40364	Lower Hutt     	3
417	surname-49916  	firstname-14708	Upper Hutt     	1
418	surname-89270  	firstname-42108	Upper Hutt     	2
419	surname-62967  	firstname-82130	Upper Hutt     	1
420	surname-47831  	firstname-34478	Wellington     	2
421	surname-74688  	firstname-66911	Upper Hutt     	2
422	surname-64762  	firstname-57582	Wellington     	1
423	surname-32666  	firstname-40955	Wellington     	0
424	surname-98857  	firstname-64755	Upper Hutt     	0
425	surname-81314  	firstname-70539	Wellington     	3
426	surname-56902  	firstname-76390	Wellington     	0
427	surname-11424  	firstname-41127	Wellington     	3
428	surname-71752  	firstname-90817	Upper Hutt     	1
429	surname-79005  	firstname-95282	Wellington     	1
430	surname-23634  	firstname-50926	Lower Hutt     	3
431	surname-82189  	firstname-30951	Wellington     	4
432	surname-66984  	firstname-23625	Lower Hutt     	1
433	surname-41348  	firstname-94913	Upper Hutt     	2
434	surname-61483  	firstname-82033	Upper Hutt     	1
435	surname-74292  	firstname-36111	Lower Hutt     	2
436	surname-85222  	firstname-72508	Upper Hutt     	4
437	surname-71673  	firstname-21323	Upper Hutt     	2
438	surname-16010  	firstname-17527	Lower Hutt     	3
439	surname-22434  	firstname-25283	Wellington     	3
440	surname-47984  	firstname-93531	Upper Hutt     	3
441	surname-52714  	firstname-35918	Wellington     	5
442	surname-78510  	firstname-61614	Upper Hutt     	1
443	surname-64134  	firstname-20013	Wellington     	0
444	surname-79472  	firstname-73660	Upper Hutt     	1
445	surname-52342  	firstname-31516	Wellington     	4
446	surname-12744  	firstname-40996	Upper Hutt     	2
447	surname-82109  	firstname-46317	Wellington     	2
448	surname-99780  	firstname-78407	Lower Hutt     	4
449	surname-12975  	firstname-34534	Lower Hutt     	3
450	surname-92690  	firstname-93281	Wellington     	1
451	surname-12506  	firstname-75757	Wellington     	1
452	surname-84413  	firstname-59567	Upper Hutt     	2
453	surname-66568  	firstname-56603	Wellington     	1
454	surname-58701  	firstname-15042	Upper Hutt     	3
455	surname-31604  	firstname-42736	Upper Hutt     	3
456	surname-90049  	firstname-58237	Upper Hutt     	2
457	surname-12766  	firstname-27529	Wellington     	1
458	surname-33350  	firstname-40626	Wellington     	1
459	surname-48408  	firstname-64374	Wellington     	3
460	surname-39951  	firstname-14134	Lower Hutt     	2
461	surname-26595  	firstname-61054	Lower Hutt     	4
462	surname-24147  	firstname-22769	Upper Hutt     	1
463	surname-10030  	firstname-92831	Upper Hutt     	1
464	surname-53727  	firstname-18685	Upper Hutt     	2
465	surname-35446  	firstname-23741	Lower Hutt     	1
466	surname-12208  	firstname-89623	Upper Hutt     	2
467	surname-73481  	firstname-26201	Lower Hutt     	4
468	surname-25716  	firstname-84069	Lower Hutt     	1
469	surname-31039  	firstname-50192	Wellington     	0
470	surname-74016  	firstname-91826	Lower Hutt     	6
471	surname-74294  	firstname-60935	Wellington     	2
472	surname-35566  	firstname-13789	Wellington     	2
473	surname-58312  	firstname-48566	Wellington     	2
474	surname-78226  	firstname-26667	Upper Hutt     	3
475	surname-90759  	firstname-47247	Lower Hutt     	3
476	surname-59471  	firstname-45103	Lower Hutt     	2
477	surname-20789  	firstname-26345	Upper Hutt     	3
478	surname-68577  	firstname-96761	Lower Hutt     	1
479	surname-25224  	firstname-61200	Upper Hutt     	1
480	surname-26056  	firstname-90129	Lower Hutt     	3
481	surname-85340  	firstname-24502	Lower Hutt     	4
482	surname-51909  	firstname-94145	Lower Hutt     	1
483	surname-99159  	firstname-53138	Wellington     	2
484	surname-67267  	firstname-20433	Upper Hutt     	1
485	surname-13225  	firstname-38340	Upper Hutt     	4
486	surname-72303  	firstname-39378	Wellington     	2
487	surname-33714  	firstname-66563	Wellington     	2
488	surname-13573  	firstname-52079	Lower Hutt     	1
489	surname-17383  	firstname-63896	Wellington     	4
490	surname-95631  	firstname-93824	Upper Hutt     	2
491	surname-31737  	firstname-72365	Wellington     	2
492	surname-77130  	firstname-70673	Wellington     	1
493	surname-48016  	firstname-64538	Lower Hutt     	2
494	surname-84461  	firstname-11765	Wellington     	5
495	surname-10955  	firstname-58150	Wellington     	0
496	surname-78646  	firstname-49690	Wellington     	4
497	surname-82401  	firstname-17005	Upper Hutt     	1
498	surname-21906  	firstname-12481	Upper Hutt     	1
499	surname-74732  	firstname-61603	Upper Hutt     	8
500	surname-42765  	firstname-99683	Lower Hutt     	3
501	surname-92058  	firstname-78730	Lower Hutt     	0
502	surname-68713  	firstname-96208	Lower Hutt     	1
503	surname-51669  	firstname-74633	Lower Hutt     	2
504	surname-73974  	firstname-76554	Upper Hutt     	5
505	surname-70370  	firstname-25217	Lower Hutt     	2
506	surname-29010  	firstname-50213	Upper Hutt     	3
507	surname-93354  	firstname-53383	Lower Hutt     	1
508	surname-24831  	firstname-99281	Wellington     	1
509	surname-90481  	firstname-38766	Wellington     	2
510	surname-74968  	firstname-33508	Upper Hutt     	1
511	surname-74941  	firstname-68617	Wellington     	1
512	surname-96332  	firstname-96662	Lower Hutt     	1
513	surname-55761  	firstname-16846	Upper Hutt     	1
514	surname-88836  	firstname-48198	Upper Hutt     	2
515	surname-62328  	firstname-59875	Wellington     	2
516	surname-21681  	firstname-64917	Upper Hutt     	2
517	surname-27975  	firstname-41736	Lower Hutt     	4
518	surname-11329  	firstname-25912	Wellington     	2
519	surname-15625  	firstname-46067	Upper Hutt     	1
520	surname-21083  	firstname-34200	Wellington     	0
521	surname-62993  	firstname-82285	Wellington     	0
522	surname-49059  	firstname-12149	Lower Hutt     	1
523	surname-48904  	firstname-72918	Wellington     	4
524	surname-36121  	firstname-27786	Wellington     	2
525	surname-44951  	firstname-26363	Upper Hutt     	2
526	surname-55754  	firstname-48291	Lower Hutt     	3
527	surname-58279  	firstname-69058	Upper Hutt     	3
528	surname-13188  	firstname-77022	Wellington     	3
529	surname-68828  	firstname-56574	Lower Hutt     	0
530	surname-78323  	firstname-29197	Lower Hutt     	1
531	surname-91033  	firstname-36651	Upper Hutt     	4
532	surname-71467  	firstname-73303	Upper Hutt     	3
533	surname-50734  	firstname-30619	Lower Hutt     	2
534	surname-33175  	firstname-33995	Upper Hutt     	0
535	surname-28251  	firstname-12229	Lower Hutt     	1
536	surname-51370  	firstname-74276	Lower Hutt     	1
537	surname-58094  	firstname-83227	Wellington     	1
538	surname-77573  	firstname-99002	Wellington     	1
539	surname-43629  	firstname-95418	Upper Hutt     	1
540	surname-39709  	firstname-85260	Lower Hutt     	5
541	surname-39434  	firstname-77253	Wellington     	1
542	surname-11534  	firstname-17386	Lower Hutt     	3
